assay_chembl_id,assay_description,assay_type,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism,data_source,std_smiles,pIC50,activity_class,scaffold
CHEMBL2378260,Antileishmanial activity against antimony-resistant Leishmania infantum MCAN/BR/2002/BH400 promastigote infected in Swiss mouse peritoneal macrophages after 72 hrs,F,CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C1n1cc(C2CCCCC2)nn1,CHEMBL2375264,CHEMBL2375552,5.75,=,=,IC50,nM,1805.0,CHEMBL612848,IC50,uM,1.78,L_infantum,Leishmania infantum,ChEMBL,CC1(C)OC2=C(C(=O)c3ccccc3C2=O)C1n1cc(C2CCCCC2)nn1,5.7435227937583235,Active,O=C1C2=C(C(=O)c3ccccc31)C(n1cc(C3CCCCC3)nn1)CO2
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,COc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1F,CHEMBL1862790,CHEMBL1863205,8.14,=,=,IC50,nM,7.3,CHEMBL368,IC50,uM,0.0073,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1ccc(N2CCC(NC(c3cccnc3)c3ccc(Cl)cc3F)CC2)cc1F,8.136677139879543,Active,c1ccc(C(NC2CCN(c3ccccc3)CC2)c2cccnc2)cc1
CHEMBL3789227,Antileishmanial activity against amastigote stage of Leishmania infantum infected in mouse primary peritoneal macrophages assessed as parasite growth inhibition incubated for 5 days by Giemsa staining-based microscopic analysis,F,C[C@@]1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,CHEMBL3784956,CHEMBL3786438,5.38,=,=,IC50,nM,4200.0,CHEMBL612848,IC50,uM,4.2,L_infantum,Leishmania infantum,ChEMBL,C[C@@]1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,5.376750709602099,Active,c1ccc(-c2ccc(OCC3Cn4ccnc4O3)cc2)cc1
CHEMBL1826160,Antileishmanial activity against Leishmania amazonensis IFLA/BR/67/PH8 promastigotes infected in mouse macrophages assessed as inhibition of parasite growth after 72 hrs by MTT assay,F,C=C(C(=O)OCCC)C(O)c1ccccc1[N+](=O)[O-],CHEMBL1821624,CHEMBL1823170,4.55,=,=,IC50,nM,28380.0,CHEMBL612877,IC50,uM,28.38,L_amazonensis,Leishmania amazonensis,ChEMBL,C=C(C(=O)OCCC)C(O)c1ccccc1[N+](=O)[O-],4.546987608878545,Inactive,c1ccccc1
CHEMBL2342054,Trypanosomicidal activity against axenic epimastigote stage of Trypanosoma cruzi Tulahuen 2 assessed as growth inhibition,F,Cc1c(/C=N/NC(=O)c2no[n+]([O-])c2C)no[n+]1[O-],CHEMBL2331334,CHEMBL1957515,4.09,=,=,IC50,nM,81300.0,CHEMBL368,IC50,uM,81.3,T_cruzi,Trypanosoma cruzi,ChEMBL,Cc1c(/C=N/NC(=O)c2no[n+]([O-])c2C)no[n+]1[O-],4.089909454405932,Inactive,O=C(N/N=C/c1c[nH+]on1)c1c[nH+]on1
CHEMBL3088964,Trypanocidal activity against extracellular trypomastigote form of Trypanosoma cruzi IRHOD/CO/2008/SN3 after 24 hrs by Neubauer hemocytometric analysis,F,Cl.c1ccc(CNCCN2CCNCc3cccc(n3)CNCC2)nc1,CHEMBL3085706,CHEMBL2335501,4.75,=,=,IC50,nM,10000.0,CHEMBL368,IC50,uM,18.0,T_cruzi,Trypanosoma cruzi,ChEMBL,c1ccc(CNCCN2CCNCc3cccc(n3)CNCC2)nc1,5.0,Active,c1ccc(CNCCN2CCNCc3cccc(n3)CNCC2)nc1
CHEMBL4833901,Antileishmanial activity against amastigote stage of Leishmania donovani MHOM/ET/67/L82 infected in mouse peritoneal macrophage assessed as reduction in parasite burden incubated for 5 days by Giemsa staining based microscopic analysis,F,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)cnn1-c1ccccn1,CHEMBL4831547,CHEMBL4859032,5.92,=,=,EC50,nM,1200.0,CHEMBL367,EC50,uM,1.2,L_donovani,Leishmania donovani,ChEMBL,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)cnn1-c1ccccn1,5.920818753952375,Active,O=C(Nc1ccc2c(c1)BOC2)c1cnn(-c2ccccn2)c1
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,CHEMBL1862790,CHEMBL1863183,5.82,=,=,IC50,nM,1530.0,CHEMBL368,IC50,uM,1.53,T_cruzi,Trypanosoma cruzi,ChEMBL,OC(c1ccc(Cl)cc1)(c1cccnc1)c1cncnc1,5.815308569182402,Active,c1ccc(C(c2cccnc2)c2cncnc2)cc1
CHEMBL4712759,Antitrypanosomal activity against Trypanosoma cruzi infected in human MRC-5 SV2 cells,F,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cn(-c3ccc(Br)cc3)c12,CHEMBL4706646,CHEMBL4787773,6.34,=,=,IC50,nM,460.0,CHEMBL368,IC50,uM,0.46,T_cruzi,Trypanosoma cruzi,ChEMBL,Nc1ncnc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)cn(-c3ccc(Br)cc3)c12,6.337242168318426,Active,c1ccc(-n2cc([C@H]3CCCO3)c3ncncc32)cc1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,CC(C)(C)CC(=O)NCc1noc(COc2ccccc2)n1,CHEMBL3430912,CHEMBL3431251,5.6,=,=,IC50,nM,2511.89,CHEMBL368,pIC50,,5.6,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(C)(C)CC(=O)NCc1noc(COc2ccccc2)n1,5.59999938302362,Active,c1ccc(OCc2ncno2)cc1
CHEMBL3387029,Antiparasitic activity against epimastigote stage of Trypanosoma cruzi infected in Vero cells assessed as parasite growth inhibition after 24 hrs by hemocytometery,F,Cc1ccc([C@@H]2C[C@H](O)Cc3ccccc3N2)s1,CHEMBL3352355,CHEMBL3329230,4.64,=,=,IC50,nM,76900.0,CHEMBL368,IC50,uM,22.8,T_cruzi,Trypanosoma cruzi,ChEMBL,Cc1ccc([C@@H]2C[C@H](O)Cc3ccccc3N2)s1,4.114073660198569,Inactive,c1csc([C@@H]2CCCc3ccccc3N2)c1
CHEMBL2072679,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen C4 amastigotes,F,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc2ccccc2n1,CHEMBL2069274,CHEMBL2070541,6.86,=,=,IC50,nM,138.0,CHEMBL368,IC50,uM,0.138,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C(NCCCn1cnc([N+](=O)[O-])n1)c1ccc2ccccc2n1,6.860120913598763,Active,O=C(NCCCn1cncn1)c1ccc2ccccc2n1
CHEMBL1212085,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen 2 epimastigotes,F,N#Cc1c(-c2ccco2)[n+]([O-])c2ccc(C(F)(F)F)cc2[n+]1[O-],CHEMBL1208769,CHEMBL1209889,4.9,=,=,IC50,nM,12500.0,CHEMBL368,IC50,uM,12.5,T_cruzi,Trypanosoma cruzi,ChEMBL,N#Cc1c(-c2ccco2)[n+]([O-])c2ccc(C(F)(F)F)cc2[n+]1[O-],4.903089986991944,Inactive,c1coc(-c2c[nH+]c3ccccc3[nH+]2)c1
CHEMBL3431451,"GSK_TCAKS: pIC50 Leishmania donovani Imaging: Infected Macrophages. Assay plates (384-well) were prepared by adding 250nL of compound to each well. For single shot assay, the final compound concentration was 5 uM. For potency determinations, eleven-point one in three dilution curves were generated with a top concentration of 50 uM. Two exposure images were taken for each well using 405 nm and 488 nm laser excitation. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: Percent of infected macrophage cells were reported for each well.",F,Cc1c([N+](=O)[O-])c(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)nn1C,CHEMBL3430912,CHEMBL3430995,4.5,=,=,IC50,nM,25118.86,CHEMBL367,pIC50,,4.5,L_donovani,Leishmania donovani,ChEMBL,Cc1c([N+](=O)[O-])c(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)nn1C,4.600000074606178,Inactive,O=C(Nc1cc2c(s1)CCCC2)c1cc[nH]n1
CHEMBL4773359,Antileishmanial activity against Leishmania donovani MHOM/ET/67/L82 amastigotes assessed as growth inhibition incubated for 70 hrs by resazurin based inverted microscopic analysis,F,CC(C)(C)CC(=O)/C=C/c1cc(O)c2c(c1)[C@H](C(=O)CC(C)(C)C)[C@@H](c1ccc(O)c(O)c1)O2,CHEMBL4765412,CHEMBL4781492,5.47,=,=,IC50,nM,3420.0,CHEMBL367,IC50,umol/L,3.42,L_donovani,Leishmania donovani,ChEMBL,CC(C)(C)CC(=O)/C=C/c1cc(O)c2c(c1)[C@H](C(=O)CC(C)(C)C)[C@@H](c1ccc(O)c(O)c1)O2,5.465973893943865,Active,c1ccc([C@@H]2Cc3ccccc3O2)cc1
CHEMBL1001819,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen C2C4,F,CN(C)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1.[Cl-],CHEMBL1150378,CHEMBL482920,6.76,=,=,IC50,nM,174.0,CHEMBL368,IC50,uM,0.174,T_cruzi,Trypanosoma cruzi,ChEMBL,CN(C)c1ccc2nc3ccc(N4CCCCC4)cc3[o+]c2c1,6.7594507517174005,Active,c1ccc2[o+]c3cc(N4CCCCC4)ccc3nc2c1
CHEMBL4323680,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen trypomastigotes beta-galactosidase infected in rat H9c2 cells measured after 72 hrs by DRAQ5 DNA dye based confocal microscopic analysis,F,O=C(Nc1nc2ccc(Cl)cc2s1)C1COC1,CHEMBL4321829,CHEMBL4458044,5.36,=,=,IC50,nM,4400.0,CHEMBL368,IC50,uM,4.4,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C(Nc1nc2ccc(Cl)cc2s1)C1COC1,5.356547323513812,Active,O=C(Nc1nc2ccccc2s1)C1COC1
CHEMBL3392937,"DNDI: Chagas in Vitro, 96 hour",F,CNCCC=C1c2ccccc2CCc2ccccc21,CHEMBL3392926,CHEMBL445,4.64,=,=,IC50,nM,22890.0,CHEMBL368,IC50,uM,22.89,T_cruzi,Trypanosoma cruzi,ChEMBL,CNCCC=C1c2ccccc2CCc2ccccc21,4.640354207325457,Inactive,C=C1c2ccccc2CCc2ccccc21
CHEMBL5514444,Antileishmanial activity against Leishmania donovani MHOM/IN/1983/AG83 axenic amastigotes assessed as inhibition of growth incubated for 48 hrs by flow cytometric analysis,F,COc1ccc(CNc2nc(N3CCCCC3)c3cc(OC)c(O)cc3n2)cc1,CHEMBL5512633,CHEMBL5559931,4.91,=,=,IC50,nM,12290.0,CHEMBL367,IC50,uM,12.29,L_donovani,Leishmania donovani,ChEMBL,COc1ccc(CNc2nc(N3CCCCC3)c3cc(OC)c(O)cc3n2)cc1,4.910448117113546,Inactive,c1ccc(CNc2nc(N3CCCCC3)c3ccccc3n2)cc1
CHEMBL3118026,Antimicrobial activity against epimastigote stage of Trypanosoma cruzi CL Brener assessed as growth inhibition after 72 hrs by beta-galactosidase reporter gene assay,F,O=C1CSC(c2ccc3c(c2)OCO3)N1CCNc1ccnc2cc(Cl)ccc12,CHEMBL3112467,CHEMBL1812348,5.17,=,=,IC50,nM,6840.0,CHEMBL368,IC50,uM,6.84,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C1CSC(c2ccc3c(c2)OCO3)N1CCNc1ccnc2cc(Cl)ccc12,5.164943898279883,Active,O=C1CSC(c2ccc3c(c2)OCO3)N1CCNc1ccnc2ccccc12
CHEMBL4141690,Antileishmanial activity against Leishmania donovani MHOM/IN/90/GE1F8R promastigotes after 72 hrs by Alamarblue assay,F,O=C1C=Cc2cccc3ccc(N4CCN(Cc5ccccc5)CC4)c1c23,CHEMBL4138159,CHEMBL4164101,4.85,=,=,IC50,nM,14000.0,CHEMBL367,IC50,uM,14.0,L_donovani,Leishmania donovani,ChEMBL,O=C1C=Cc2cccc3ccc(N4CCN(Cc5ccccc5)CC4)c1c23,4.853871964321762,Inactive,O=C1C=Cc2cccc3ccc(N4CCN(Cc5ccccc5)CC4)c1c23
CHEMBL3392942,"DNDI: Leish (axenic) in Vitro, 72 hour",F,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,CHEMBL3392926,CHEMBL439,,=,=,IC50,nM,125570.0,CHEMBL367,IC50,uM,125.57,L_donovani,Leishmania donovani,ChEMBL,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,3.9011141057476784,Inactive,O=S(=O)(Nc1ncccn1)c1ccccc1
CHEMBL2186430,Antitrypanosomal activity against axenic amastigote form of Leishmania donovani MHOM-ET-67/L82 assessed as growth inhibition after 72 hrs by inverted microscopy,F,NCCCNCCCCNCCCNCc1ccc(OC2=CC(=O)c3ccccc3C2=O)cc1.O=C(O)C(F)(F)F,CHEMBL2176892,CHEMBL2179001,5.24,=,=,IC50,nM,5790.0,CHEMBL367,IC50,uM,5.79,L_donovani,Leishmania donovani,ChEMBL,NCCCNCCCCNCCCNCc1ccc(OC2=CC(=O)c3ccccc3C2=O)cc1,5.2373214362725635,Active,O=C1C=C(Oc2ccccc2)C(=O)c2ccccc21
CHEMBL3136617,Antileishmanial activity against promastigote stage of Leishmania donovani MHOM/ET/67/HU3 assessed as parasite viability after 48 hrs by resazurin dye-based assay,F,COc1ccccc1NC(=O)c1c(NC(=O)C(F)(F)F)sc2c1CCCCC2,CHEMBL3132753,CHEMBL3134584,4.38,=,=,EC50,nM,42000.0,CHEMBL367,EC50,uM,42.0,L_donovani,Leishmania donovani,ChEMBL,COc1ccccc1NC(=O)c1c(NC(=O)C(F)(F)F)sc2c1CCCCC2,4.376750709602099,Inactive,O=C(Nc1ccccc1)c1csc2c1CCCCC2
CHEMBL1286534,Antitrypanosomal activity against trypomastigotes of Trypanosoma cruzi infected in rhesus monkey LLC-MK2 cells after 48 hrs by MTT assay,F,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CHEMBL1275339,CHEMBL1428,4.49,=,=,IC50,nM,32310.0,CHEMBL368,IC50,uM,32.31,T_cruzi,Trypanosoma cruzi,ChEMBL,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,4.490663041982356,Inactive,C1=CC(c2ccccc2)C=CN1
CHEMBL4235941,Antitrypanosomal activity against Trypanosoma cruzi amastigote forms infected in African green monkey Vero cells,F,COc1cc(Nc2nc(C)cc(N(C)C)n2)ccc1F,CHEMBL4229528,CHEMBL4241692,6.4,=,=,EC50,nM,398.11,CHEMBL368,pEC50,,6.4,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1cc(Nc2nc(C)cc(N(C)C)n2)ccc1F,6.399996913372259,Active,c1ccc(Nc2ncccn2)cc1
CHEMBL3413261,Antitrypanosomal activity against amastigote stage of Trypanosoma cruzi Tulahuen C4 infected in rat L6 cells assessed as parasite growth inhibition after 96 hrs by colorimetric analysis,F,CC(O)(Cn1cnc([N+](=O)[O-])n1)c1ccc(-n2ccnc2)cc1,CHEMBL3407483,CHEMBL3410631,5.48,=,=,IC50,nM,3290.0,CHEMBL368,IC50,uM,3.29,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(O)(Cn1cnc([N+](=O)[O-])n1)c1ccc(-n2ccnc2)cc1,5.482804102050026,Active,c1cn(-c2ccc(CCn3cncn3)cc2)cn1
CHEMBL3999948,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen strain C2C4 amastigote forms harboring LacZ infected in rat L6 cells after 96 hrs by CPRG/Nonidet reagent based photometric method,F,C[C@H]1O[C@@H](n2cnc3c(N)nc(F)nc32)[C@H](O)[C@@H]1O,CHEMBL3997846,CHEMBL3799380,5.15,=,=,IC50,nM,7100.0,CHEMBL368,IC50,uM,7.1,T_cruzi,Trypanosoma cruzi,ChEMBL,C[C@H]1O[C@@H](n2cnc3c(N)nc(F)nc32)[C@H](O)[C@@H]1O,5.1487416512809245,Active,c1ncc2ncn([C@H]3CCCO3)c2n1
CHEMBL928704,Antileishmanial activity against Leishmania donovani MHOM/BR/74/PP75 promastigotes after 72 hrs,F,CCCCCCCCC/C=C1/CCC[C@H](O)[C@H]1NCCCCCC,CHEMBL1140784,CHEMBL254329,5.92,=,=,IC50,nM,1200.0,CHEMBL367,IC50,uM,1.2,L_donovani,Leishmania donovani,ChEMBL,CCCCCCCCC/C=C1/CCC[C@H](O)[C@H]1NCCCCCC,5.920818753952375,Active,C=C1CCCCC1
CHEMBL4231334,Antiparasitic activity against Leishmania donovani LV9 axenic amastigotes incubated for 72 hrs by resazurin dye based assay,F,CC(C)(C)OC(=O)NCCCCNCCCN(Cc1ccccc1)Cc1ccccc1,CHEMBL4229356,CHEMBL4245198,4.84,=,=,IC50,nM,9000.0,CHEMBL367,IC50,uM,14.6,L_donovani,Leishmania donovani,ChEMBL,CC(C)(C)OC(=O)NCCCCNCCCN(Cc1ccccc1)Cc1ccccc1,5.045757490560675,Active,c1ccc(CNCc2ccccc2)cc1
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,COc1ccccc1NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O,CHEMBL2028040,CHEMBL586031,5.52,=,=,IC50,nM,3006.81,CHEMBL612848,IC50,uM,3.0068132877349854,L_infantum,Leishmania infantum,ChEMBL,COc1ccccc1NC1=C(N2CCCCC2)C(=O)c2ccccc2C1=O,5.521894014053987,Active,O=C1C(Nc2ccccc2)=C(N2CCCCC2)C(=O)c2ccccc21
CHEMBL2028076,MMV: Inhibition of Leishmania infantum (MHOM/MA/BE/67) in vitro.,F,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1,CHEMBL2028040,CHEMBL546531,5.39,=,=,IC50,nM,4028.1,CHEMBL612848,IC50,uM,4.028104305267334,L_infantum,Leishmania infantum,ChEMBL,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2cc(Br)ccc2OC1,5.3948997563634284,Active,O=C(NCCCN1CCC(N2CCCCC2)CC1)C1=Cc2ccccc2OC1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,Cc1cc(N2CCc3ccccc3C2)nc(Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1.Cl,CHEMBL3430912,CHEMBL3431079,4.6,=,=,IC50,nM,25118.86,CHEMBL368,pIC50,,4.6,T_cruzi,Trypanosoma cruzi,ChEMBL,Cc1cc(N2CCc3ccccc3C2)nc(Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)n1,4.600000074606178,Inactive,O=S(=O)(c1ccc(Nc2nccc(N3CCc4ccccc4C3)n2)cc1)N1CCOCC1
CHEMBL4323680,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen trypomastigotes beta-galactosidase infected in rat H9c2 cells measured after 72 hrs by DRAQ5 DNA dye based confocal microscopic analysis,F,COc1cc2nc(NC(=O)C3CC3)sc2cc1C(F)(F)F,CHEMBL4321829,CHEMBL4526948,4.7,=,=,IC50,nM,20000.0,CHEMBL368,IC50,uM,20.0,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1cc2nc(NC(=O)C3CC3)sc2cc1C(F)(F)F,4.698970004336019,Inactive,O=C(Nc1nc2ccccc2s1)C1CC1
CHEMBL4700084,Antitrypanosomal activity against Trypanosoma cruzi infected in rat H9c2 infected with trypomastigotes from parasite-infected monkey LLC-MK2 cells measured after 72 hrs by DRAQ5 DNA dye based microscopic imaging analysis,F,CCCn1c(NC(=O)Cc2ccc(Cl)nc2)nc2ccccc21,CHEMBL4699414,CHEMBL4792087,5.1,=,=,IC50,nM,7900.0,CHEMBL368,IC50,uM,7.9,T_cruzi,Trypanosoma cruzi,ChEMBL,CCCn1c(NC(=O)Cc2ccc(Cl)nc2)nc2ccccc21,5.102372908709558,Active,O=C(Cc1cccnc1)Nc1nc2ccccc2[nH]1
CHEMBL5117906,Antileishmanial activity against Leishmania donovani infected in human THP-1 cells assessed as growth inhibition by intramacrophage assay,F,Cn1c(-c2ccccc2)cnc1NC(=O)c1cc(-c2ccccn2)[nH]n1,CHEMBL5113486,CHEMBL5192431,6.17,=,=,IC50,nM,680.0,CHEMBL367,IC50,uM,0.68,L_donovani,Leishmania donovani,ChEMBL,Cn1c(-c2ccccc2)cnc1NC(=O)c1cc(-c2ccccn2)[nH]n1,6.167491087293763,Active,O=C(Nc1ncc(-c2ccccc2)[nH]1)c1cc(-c2ccccn2)[nH]n1
CHEMBL4023800,Antileishmanial activity against Leishmania infantum amastigotes infected in mouse primary peritoneal macrophages after 5 days by Giemsa staining based microscopic method,F,O=C(Nc1ccccc1OC(F)(F)F)N[C@H]1COc2nc([N+](=O)[O-])cn2C1,CHEMBL4020832,CHEMBL4095813,4.26,=,=,IC50,nM,55000.0,CHEMBL612848,IC50,uM,55.0,L_infantum,Leishmania infantum,ChEMBL,O=C(Nc1ccccc1OC(F)(F)F)N[C@H]1COc2nc([N+](=O)[O-])cn2C1,4.259637310505756,Inactive,O=C(Nc1ccccc1)N[C@H]1COc2nccn2C1
CHEMBL3267875,Antimicrobial activity against Leishmania donovani MHOM/IN/00/DEVI promastigotes after 72 hrs by MTT assay,F,C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,CHEMBL3259800,CHEMBL3260208,5.27,=,=,IC50,nM,5400.0,CHEMBL367,IC50,uM,5.4,L_donovani,Leishmania donovani,ChEMBL,C/C=C/C=C/c1nc2ccc(OC)cc2n2cccc12,5.267606240177032,Active,c1ccc2c(c1)ncc1cccn12
CHEMBL5036386,Antileishmanial activity against Leishmania donovani amastigotes infected in mouse J774A.1 cells incubated for 72 hrs by luciferase assay,F,CC1(COc2ccc(F)cc2)CCn2cc([N+](=O)[O-])nc2O1,CHEMBL5036301,CHEMBL4777742,6.54,=,=,IC50,nM,290.0,CHEMBL367,IC50,uM,0.29,L_donovani,Leishmania donovani,ChEMBL,CC1(COc2ccc(F)cc2)CCn2cc([N+](=O)[O-])nc2O1,6.5376020021010435,Active,c1ccc(OCC2CCn3ccnc3O2)cc1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,CC(C)(C)C(=O)NCCc1csc(-c2ccc(F)cc2)n1,CHEMBL3430912,CHEMBL3431054,5.6,=,=,IC50,nM,3162.28,CHEMBL368,pIC50,,5.6,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(C)(C)C(=O)NCCc1csc(-c2ccc(F)cc2)n1,5.499999678657065,Active,c1ccc(-c2nccs2)cc1
